label,query,mask,ambigous_word
als1134,Gesellschaftliche Debatten betreffen mich sowohl im Stadion als auch außerhalb davon .,Gesellschaftliche Debatten betreffen mich,als
auch1134,Gesellschaftliche Debatten betreffen mich sowohl im Stadion als auch außerhalb davon .,Gesellschaftliche Debatten betreffen mich,auch
als1134,Gesellschaftliche Debatten betreffen mich sowohl im Stadion als auch außerhalb davon .,im Stadion,als
auch1134,Gesellschaftliche Debatten betreffen mich sowohl im Stadion als auch außerhalb davon .,im Stadion,auch
als1134,Gesellschaftliche Debatten betreffen mich sowohl im Stadion als auch außerhalb davon .,außerhalb davon,als
auch1134,Gesellschaftliche Debatten betreffen mich sowohl im Stadion als auch außerhalb davon .,außerhalb davon,auch
Sowohl1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",der Generalsekretär,Sowohl
Sowohl1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",Oliver Bierhoff und der Oberbürgermeister von Frankfurt,Sowohl
Sowohl1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",rechtfertigen den Bau des Leistungszentrums,Sowohl
als1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",der Generalsekretär,als
auch1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",der Generalsekretär,auch
als1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",Oliver Bierhoff und der Oberbürgermeister von Frankfurt,als
auch1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",Oliver Bierhoff und der Oberbürgermeister von Frankfurt,auch
als1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",rechtfertigen den Bau des Leistungszentrums,als
auch1134,"Je länger die Sitzung dauert , desto mehr weicht die Anspannung einer merkwürdigen Form von Unterwürfigkeit , seltsamerweise auf beiden Seiten : Sowohl der Generalsekretär als auch Oliver Bierhoff und der Oberbürgermeister von Frankfurt rechtfertigen den Bau des Leistungszentrums .",rechtfertigen den Bau des Leistungszentrums,auch
und1140,"Dieses Wort verwendet einer meiner Freunde als Synonym für all die , die Feuer und Flamme für einen Staatspräsidenten sind , der immer mehr zum Diktator wird .",Feuer,und
und1140,"Dieses Wort verwendet einer meiner Freunde als Synonym für all die , die Feuer und Flamme für einen Staatspräsidenten sind , der immer mehr zum Diktator wird .",Flamme,und
und1140,Emmy Rado ist Feuer und Flamme für ihre Arbeit .,Feuer,und
und1140,Emmy Rado ist Feuer und Flamme für ihre Arbeit .,Flamme,und
und1140,"Wir Deutschtürken , die nicht Feuer und Flamme sind für den Mann mit Großmachtfantasien , sind auch nicht mit Samthandschuhen angefasst worden ; auch uns ist nichts geschenkt worden , auch wir mussten uns gegen Widerstände durchsetzen – ich bin auch in die Hauptschule geschickt worden , auch von Mitschülern schikaniert worden und auch später nicht als Gleiche unter Gleichen behandelt worden .",Feuer,und
und1140,"Wir Deutschtürken , die nicht Feuer und Flamme sind für den Mann mit Großmachtfantasien , sind auch nicht mit Samthandschuhen angefasst worden ; auch uns ist nichts geschenkt worden , auch wir mussten uns gegen Widerstände durchsetzen – ich bin auch in die Hauptschule geschickt worden , auch von Mitschülern schikaniert worden und auch später nicht als Gleiche unter Gleichen behandelt worden .",Flamme,und
und1140,"Zwick war "" "" Feuer und Flamme "" "" , er unterschrieb und nutzte die Zeit , um sich vorzubereiten .",Feuer,und
und1140,"Zwick war "" "" Feuer und Flamme "" "" , er unterschrieb und nutzte die Zeit , um sich vorzubereiten .",Flamme,und
und1140,Feuer und Flamme für ihr Idol : Tausende Rammstein-Fans haben in Moskau bei einer Autogrammstunde von Frontmann Till Lindemann ( 53 ) ein Einkaufszentrum fast in eine Konzerthalle verwandelt .,Feuer,und
und1140,Feuer und Flamme für ihr Idol : Tausende Rammstein-Fans haben in Moskau bei einer Autogrammstunde von Frontmann Till Lindemann ( 53 ) ein Einkaufszentrum fast in eine Konzerthalle verwandelt .,Flamme,und
und1140,Feuer und Flamme : Heißer Auftritt eines japanischen Rugbyspielers in Tokio .,Feuer,und
und1140,Feuer und Flamme : Heißer Auftritt eines japanischen Rugbyspielers in Tokio .,Flamme,und
und1140,Am ersten gemeinsamen Wochenende nach dem Urlaub ist Julia Feuer und Flamme wie immer .,Feuer,und
und1140,Am ersten gemeinsamen Wochenende nach dem Urlaub ist Julia Feuer und Flamme wie immer .,Flamme,und
und1140,Die britischen Zuschauer der BBC-Serie waren bereits Feuer und Flamme und fantasierten ihn in die Rolle des wichtigsten Agenten im Auftrag Ihrer Majestät .,Feuer,und
und1140,Die britischen Zuschauer der BBC-Serie waren bereits Feuer und Flamme und fantasierten ihn in die Rolle des wichtigsten Agenten im Auftrag Ihrer Majestät .,Flamme,und
und1140,Was waren die Hamburger Politiker und Unternehmer nicht alle Feuer und Flamme .,Feuer,und
und1140,Was waren die Hamburger Politiker und Unternehmer nicht alle Feuer und Flamme .,Flamme,und
und1140,Auch die Fußballer sind längst Feuer und Flamme .,Feuer,und
und1140,Auch die Fußballer sind längst Feuer und Flamme .,Flamme,und
und1140,"Also hielt man sich an die Regeln , um nicht auch über Nacht Haus und Hof zu verlieren .",Haus,und
und1140,"Also hielt man sich an die Regeln , um nicht auch über Nacht Haus und Hof zu verlieren .",Hof,und
und1140,Aber wir haben durch den Krieg und unsere Flucht Haus und Hof verloren .,Haus,und
und1140,Aber wir haben durch den Krieg und unsere Flucht Haus und Hof verloren .,Hof,und
und1140,"Mal sind es 20 , mal 30 Leute in Haus und Hof .",Haus,und
und1140,"Mal sind es 20 , mal 30 Leute in Haus und Hof .",Hof,und
und1140,"Hamm ( AFP ) Wer Haus und Hof vererben will , muss diesen Willen auch "" "" ernstlich "" "" kund tun .",Haus,und
und1140,"Hamm ( AFP ) Wer Haus und Hof vererben will , muss diesen Willen auch "" "" ernstlich "" "" kund tun .",Hof,und
und1140,Der Mann durchsuchte vergeblich Haus und Hof und alarmierte schließlich die Polizei .,Haus,und
und1140,Der Mann durchsuchte vergeblich Haus und Hof und alarmierte schließlich die Polizei .,Hof,und
und1140,"Dass sie das so frank und frei tun konnte , ist nur der letzte Beweis dafür , wie selbstverständlich es inzwischen ist , Ostdeutschen Spitzenämter anzubieten .",frank,und
und1140,"Dass sie das so frank und frei tun konnte , ist nur der letzte Beweis dafür , wie selbstverständlich es inzwischen ist , Ostdeutschen Spitzenämter anzubieten .",frei,und
und1140,"Denn den Kapitän war nicht so frank und frei , den Plan zuzugeben .",frank,und
und1140,"Denn den Kapitän war nicht so frank und frei , den Plan zuzugeben .",frei,und
und1140,"Der Referee aus Berlin gab im ZDF frank und frei zu , dass er zumindest diesen Elfmeter nicht wieder pfeifen würde :",frank,und
und1140,"Der Referee aus Berlin gab im ZDF frank und frei zu , dass er zumindest diesen Elfmeter nicht wieder pfeifen würde :",frei,und
und1140,"Also versuchen wir zu erfüllen , was unsere Eltern , unsere Lehrerinnen und Professoren von uns fordern : wie Hans aus Grimms Märchen frank und frei von jeder Last am Ende unseres Weges glücklich zu werden .",frank,und
und1140,"Also versuchen wir zu erfüllen , was unsere Eltern , unsere Lehrerinnen und Professoren von uns fordern : wie Hans aus Grimms Märchen frank und frei von jeder Last am Ende unseres Weges glücklich zu werden .",frei,und
und1140,"Im März 2012 sagte Harry dem US-Fernsehsender CBS frank und frei : "" "" Es ist nicht so einfach , jemanden zu finden . "" """,frank,und
und1140,"Im März 2012 sagte Harry dem US-Fernsehsender CBS frank und frei : "" "" Es ist nicht so einfach , jemanden zu finden . "" """,frei,und
und1140,""" "" Weil sie so schön ist , so schlau , so rank und schlank "" "" .",rank,und
und1140,""" "" Weil sie so schön ist , so schlau , so rank und schlank "" "" .",schlank,und
und1140,""" "" Wer sowieso nichts hat , geht auch nicht pleite "" "" und "" "" Hast du nur trocken Brot im Schrank , bleibst du rank und schlank und gehst nicht in die Breite "" "" .",rank,und
und1140,""" "" Wer sowieso nichts hat , geht auch nicht pleite "" "" und "" "" Hast du nur trocken Brot im Schrank , bleibst du rank und schlank und gehst nicht in die Breite "" "" .",schlank,und
und1140,"Aber es gebe viel wichtigere Dinge als «jedes Fußballspiel» , betonte der auch im Alter noch ranke und schlanke Beckenbauer .",ranke,und
und1140,"Aber es gebe viel wichtigere Dinge als «jedes Fußballspiel» , betonte der auch im Alter noch ranke und schlanke Beckenbauer .",schlanke,und
und1140,"Die besagen klipp und klar : Sind wir uns im Kabinett bei einem Europa-Thema nicht einig , dann enthalten wir uns in Brüssel der Stimme .",klipp,und
und1140,"Die besagen klipp und klar : Sind wir uns im Kabinett bei einem Europa-Thema nicht einig , dann enthalten wir uns in Brüssel der Stimme .",klar,und
und1140,"Wir würden einem Holocaust-Leugner gerne klipp und klar sagen , dass er die Fakten ignoriert .",klipp,und
und1140,"Wir würden einem Holocaust-Leugner gerne klipp und klar sagen , dass er die Fakten ignoriert .",klar,und
und1140,""" "" Und er hat uns klipp und klar gesagt , womit wir rechnen müssen : Verkehr , Baulärm und so weiter . "" """,klipp,und
und1140,""" "" Und er hat uns klipp und klar gesagt , womit wir rechnen müssen : Verkehr , Baulärm und so weiter . "" """,klar,und
und1140,""" "" Die Bundesregierung wäre in der Pflicht , der Bundespolizei klipp und klar zu vermitteln :",klipp,und
und1140,""" "" Die Bundesregierung wäre in der Pflicht , der Bundespolizei klipp und klar zu vermitteln :",klar,und
und1140,Und er hat es fleißig durchgezogen : 28 Gesetze und 40 Verordnungen hat sein Haus unter Dach und Fach gebracht .,Dach,und
und1140,Und er hat es fleißig durchgezogen : 28 Gesetze und 40 Verordnungen hat sein Haus unter Dach und Fach gebracht .,Fach,und
und1140,"Bemerkenswert daran ist , dass das Parlament nicht über das Auslösen des Artikels 50 des EU-Vertrags entscheiden darf , also den Beginn der Austrittsverhandlungen , sondern erst am Schluss , wenn alles unter Dach und Fach ist .",Dach,und
und1140,"Bemerkenswert daran ist , dass das Parlament nicht über das Auslösen des Artikels 50 des EU-Vertrags entscheiden darf , also den Beginn der Austrittsverhandlungen , sondern erst am Schluss , wenn alles unter Dach und Fach ist .",Fach,und
und1140,"Inzwischen gibt es auch Pläne für ein EU-weites Leistungsschutzrecht , das bis Ende 2017 unter Dach und Fach sein soll .",Dach,und
und1140,"Inzwischen gibt es auch Pläne für ein EU-weites Leistungsschutzrecht , das bis Ende 2017 unter Dach und Fach sein soll .",Fach,und
und1140,"Gern wäre man dabei gewesen , wenn zwei Sozialarbeiter die Menschen darauf hinwiesen , dass sie sich in einem Wärmebus einen Becher Tee abholen dürfen , derweil ihre Zelte und Matratzen und ihr letztes Hab und Gut vor ihren Augen auf den Müll wanderten .",Hab,und
und1140,"Gern wäre man dabei gewesen , wenn zwei Sozialarbeiter die Menschen darauf hinwiesen , dass sie sich in einem Wärmebus einen Becher Tee abholen dürfen , derweil ihre Zelte und Matratzen und ihr letztes Hab und Gut vor ihren Augen auf den Müll wanderten .",Gut,und
und1140,""" "" Es ist ausreichend Zeit eingeräumt worden , um Hab und Gut zu sichern . "" """,Hab,und
und1140,""" "" Es ist ausreichend Zeit eingeräumt worden , um Hab und Gut zu sichern . "" """,Gut,und
und1140,"Jetzt versuchen sie , weiteres Hab und Gut zu sichern .",Hab,und
und1140,"Jetzt versuchen sie , weiteres Hab und Gut zu sichern .",Gut,und
und1140,Die Ärmsten stehlen den Armen ihr letztes Hab und Gut .,Hab,und
und1140,Die Ärmsten stehlen den Armen ihr letztes Hab und Gut .,Gut,und
und1140,"Das Dekret über den Frieden ebnet den Weg zum Waffenstillstand am 2. Dezember ; das Dekret über den Grund und Boden legalisiert die bereits begonnene , entschädigungslose Umverteilung des Landes in Dörfern und Provinzgemeinden .",Grund,und
und1140,"Das Dekret über den Frieden ebnet den Weg zum Waffenstillstand am 2. Dezember ; das Dekret über den Grund und Boden legalisiert die bereits begonnene , entschädigungslose Umverteilung des Landes in Dörfern und Provinzgemeinden .",Boden,und
und1140,"In der nationalen Liga spielt Guardiolas Truppe , Tabellenführer natürlich , aktuell alles in Grund und Boden .",Grund,und
und1140,"In der nationalen Liga spielt Guardiolas Truppe , Tabellenführer natürlich , aktuell alles in Grund und Boden .",Boden,und
und1140,"Dann wieder denkt man , der Autor wolle die Kirche in Grund und Boden verdammen , ausgerechnet jetzt , da ihre Macht in Westeuropa schwindet .",Grund,und
und1140,"Dann wieder denkt man , der Autor wolle die Kirche in Grund und Boden verdammen , ausgerechnet jetzt , da ihre Macht in Westeuropa schwindet .",Boden,und
und1140,"Svenskmyren ist der schlimmste Platz in ganz Südschweden , es ist ein Moor ohne Grund und Boden , wo alles , was wie begehbare Fläche aussieht , in Wirklichkeit fließende Grasbüschel sind .",Grund,und
und1140,"Svenskmyren ist der schlimmste Platz in ganz Südschweden , es ist ein Moor ohne Grund und Boden , wo alles , was wie begehbare Fläche aussieht , in Wirklichkeit fließende Grasbüschel sind .",Boden,und
und1140,"Und wenn man während eines Geschichtsstudiums arbeitet , begegnet man ständig Leuten , die mehr gelesen haben , weil sie mehr Zeit hatten , sich mit der Materie zu befassen , und einen in Grund und Boden argumentierten .",Grund,und
und1140,"Und wenn man während eines Geschichtsstudiums arbeitet , begegnet man ständig Leuten , die mehr gelesen haben , weil sie mehr Zeit hatten , sich mit der Materie zu befassen , und einen in Grund und Boden argumentierten .",Boden,und
und1140,"Sie verdient selbst auch sehr gut , aber sie hätte sich dieses Auto nie und nimmer gekauft .",nie,und
und1140,"Sie verdient selbst auch sehr gut , aber sie hätte sich dieses Auto nie und nimmer gekauft .",nimmer,und
und1140,""" "" Die Daten sind Airbnb heilig , die Stadt Wien wird sie nie und nimmer bekommen "" "" , glaubt Michaela Reitterer , Präsidentin der Hoteliervereinigung , und findet das Vorgehen von Bund und Stadt viel zu lasch .",nie,und
und1140,""" "" Die Daten sind Airbnb heilig , die Stadt Wien wird sie nie und nimmer bekommen "" "" , glaubt Michaela Reitterer , Präsidentin der Hoteliervereinigung , und findet das Vorgehen von Bund und Stadt viel zu lasch .",nimmer,und
und1140,"Während anderswo gepflegt gesessen und schon mal überlegt wird , was man denn in der Halbzeitpause so schnabulieren könnte , wird in Dortmund jeder falsch gegebene Einwurf , jeder Ball , der im Aus war , obwohl er doch nie und nimmer im Aus gewesen sein konnte , mit wütendem Aufspringen und Schimpftiraden und sonstigen unflätigen Bemerkungen bedacht .",nie,und
und1140,"Während anderswo gepflegt gesessen und schon mal überlegt wird , was man denn in der Halbzeitpause so schnabulieren könnte , wird in Dortmund jeder falsch gegebene Einwurf , jeder Ball , der im Aus war , obwohl er doch nie und nimmer im Aus gewesen sein konnte , mit wütendem Aufspringen und Schimpftiraden und sonstigen unflätigen Bemerkungen bedacht .",nimmer,und
und1140,"Nach dreieinhalb Wochen bin ich fix und alle , aber auch froh "" "" , sagte Martin .",fix,und
und1140,"Nach dreieinhalb Wochen bin ich fix und alle , aber auch froh "" "" , sagte Martin .",alle,und
und1140,"Das Rennen war so Ã¼berwÃ¤ltigend , ich bin fix und alle .",fix,und
und1140,"Das Rennen war so Ã¼berwÃ¤ltigend , ich bin fix und alle .",alle,und
und1140,""" "" Nach zehn Minuten Bootfahren war ich fix und alle , da ging nichts mehr .",fix,und
und1140,""" "" Nach zehn Minuten Bootfahren war ich fix und alle , da ging nichts mehr .",alle,und
und1140,Da war ich fix und alle .,fix,und
und1140,Da war ich fix und alle .,alle,und
und1140,"Still und leise setzte er Benedikt Höwedes , Identifikationsfigur und Weltmeister , als Kapitän ab – und löste ein kleines Beben aus .",Still,und
und1140,"Still und leise setzte er Benedikt Höwedes , Identifikationsfigur und Weltmeister , als Kapitän ab – und löste ein kleines Beben aus .",leise,und
und1140,Still und leise abtreten will sie aber auch nicht .,Still,und
und1140,Still und leise abtreten will sie aber auch nicht .,leise,und
und1140,"Heimlich , still und leise mittlerweile bis auf Platz vier der Weltrangliste geklettert .",still,und
und1140,"Heimlich , still und leise mittlerweile bis auf Platz vier der Weltrangliste geklettert .",leise,und
oder1162,"Das sage ich auch jedem Politiker , der es hören oder nicht hören will .",hören,oder
nicht1162,"Das sage ich auch jedem Politiker , der es hören oder nicht hören will .",hören,nicht
oder1162,"Das sage ich auch jedem Politiker , der es hören oder nicht hören will .",hören,oder
nicht1162,"Das sage ich auch jedem Politiker , der es hören oder nicht hören will .",hören,nicht
oder1162,"Der Teufel aber hüpfte leichten Klumpfußes zurück durchs Himmelstor und erzählte allen , die es hören oder nicht hören wollten , von seinem Streich und davon , dass selbst die Kirche auf Erden nicht mehr wisse , was Versuchung sei - was seine Arbeit dort unten fürderhin gewaltig vereinfachen werde .",hören,oder
nicht1162,"Der Teufel aber hüpfte leichten Klumpfußes zurück durchs Himmelstor und erzählte allen , die es hören oder nicht hören wollten , von seinem Streich und davon , dass selbst die Kirche auf Erden nicht mehr wisse , was Versuchung sei - was seine Arbeit dort unten fürderhin gewaltig vereinfachen werde .",hören,nicht
oder1162,"Der Teufel aber hüpfte leichten Klumpfußes zurück durchs Himmelstor und erzählte allen , die es hören oder nicht hören wollten , von seinem Streich und davon , dass selbst die Kirche auf Erden nicht mehr wisse , was Versuchung sei - was seine Arbeit dort unten fürderhin gewaltig vereinfachen werde .",hören,oder
nicht1162,"Der Teufel aber hüpfte leichten Klumpfußes zurück durchs Himmelstor und erzählte allen , die es hören oder nicht hören wollten , von seinem Streich und davon , dass selbst die Kirche auf Erden nicht mehr wisse , was Versuchung sei - was seine Arbeit dort unten fürderhin gewaltig vereinfachen werde .",hören,nicht
oder1162,"Egal was in Brüssel geschieht oder nicht geschieht , die europäische Idee steht hier erst am Anfang .",geschieht,oder
nicht1162,"Egal was in Brüssel geschieht oder nicht geschieht , die europäische Idee steht hier erst am Anfang .",geschieht,nicht
oder1162,"Egal was in Brüssel geschieht oder nicht geschieht , die europäische Idee steht hier erst am Anfang .",geschieht,oder
nicht1162,"Egal was in Brüssel geschieht oder nicht geschieht , die europäische Idee steht hier erst am Anfang .",geschieht,nicht
oder1162,"Wie Roland Barthes am Anfang seines Buches »Fragmente einer Sprache der Liebe« lehrt , meint ja Discursus ursprünglich »die Bewegung des Hin- und Herlaufens , das ist Kommen und Gehen , das sind ›Schritte‹ , ›Verwicklungen‹« , und darin verläuft ja das Leben der Jugendlichen und nicht bloß der Liebenden ; auch der Jugendliche »hört in der Tat nicht auf , hin und her zu laufen , neue Schritte zu unternehmen und gegen sich selbst zu intrigieren« , so lange bis er sich eben findet oder nicht findet .",findet,oder
nicht1162,"Wie Roland Barthes am Anfang seines Buches »Fragmente einer Sprache der Liebe« lehrt , meint ja Discursus ursprünglich »die Bewegung des Hin- und Herlaufens , das ist Kommen und Gehen , das sind ›Schritte‹ , ›Verwicklungen‹« , und darin verläuft ja das Leben der Jugendlichen und nicht bloß der Liebenden ; auch der Jugendliche »hört in der Tat nicht auf , hin und her zu laufen , neue Schritte zu unternehmen und gegen sich selbst zu intrigieren« , so lange bis er sich eben findet oder nicht findet .",findet,nicht
oder1162,"Wie Roland Barthes am Anfang seines Buches »Fragmente einer Sprache der Liebe« lehrt , meint ja Discursus ursprünglich »die Bewegung des Hin- und Herlaufens , das ist Kommen und Gehen , das sind ›Schritte‹ , ›Verwicklungen‹« , und darin verläuft ja das Leben der Jugendlichen und nicht bloß der Liebenden ; auch der Jugendliche »hört in der Tat nicht auf , hin und her zu laufen , neue Schritte zu unternehmen und gegen sich selbst zu intrigieren« , so lange bis er sich eben findet oder nicht findet .",findet,oder
nicht1162,"Wie Roland Barthes am Anfang seines Buches »Fragmente einer Sprache der Liebe« lehrt , meint ja Discursus ursprünglich »die Bewegung des Hin- und Herlaufens , das ist Kommen und Gehen , das sind ›Schritte‹ , ›Verwicklungen‹« , und darin verläuft ja das Leben der Jugendlichen und nicht bloß der Liebenden ; auch der Jugendliche »hört in der Tat nicht auf , hin und her zu laufen , neue Schritte zu unternehmen und gegen sich selbst zu intrigieren« , so lange bis er sich eben findet oder nicht findet .",findet,nicht
oder1162,"Im Grunde genommen sei es ihm "" "" egal , ob Herr Tsipras an das Programm glaubt oder nicht glaubt "" "" , sagte der Unionspolitiker .",glaubt,oder
nicht1162,"Im Grunde genommen sei es ihm "" "" egal , ob Herr Tsipras an das Programm glaubt oder nicht glaubt "" "" , sagte der Unionspolitiker .",glaubt,nicht
oder1162,"Im Grunde genommen sei es ihm "" "" egal , ob Herr Tsipras an das Programm glaubt oder nicht glaubt "" "" , sagte der Unionspolitiker .",glaubt,oder
nicht1162,"Im Grunde genommen sei es ihm "" "" egal , ob Herr Tsipras an das Programm glaubt oder nicht glaubt "" "" , sagte der Unionspolitiker .",glaubt,nicht
oder1162,"Doch jedes Blatt musste alleine abwägen , ob es die Karikaturen , für die die Charlie-Zeichner sterben mussten , zeigt oder nicht zeigt .",zeigt,oder
nicht1162,"Doch jedes Blatt musste alleine abwägen , ob es die Karikaturen , für die die Charlie-Zeichner sterben mussten , zeigt oder nicht zeigt .",zeigt,nicht
oder1162,"Doch jedes Blatt musste alleine abwägen , ob es die Karikaturen , für die die Charlie-Zeichner sterben mussten , zeigt oder nicht zeigt .",zeigt,oder
nicht1162,"Doch jedes Blatt musste alleine abwägen , ob es die Karikaturen , für die die Charlie-Zeichner sterben mussten , zeigt oder nicht zeigt .",zeigt,nicht
oder1162,"Was Pofalla tue oder nicht tue , liege nicht in der Hand der Bundesregierung .",tue,oder
nicht1162,"Was Pofalla tue oder nicht tue , liege nicht in der Hand der Bundesregierung .",tue,nicht
oder1162,"Was Pofalla tue oder nicht tue , liege nicht in der Hand der Bundesregierung .",tue,oder
nicht1162,"Was Pofalla tue oder nicht tue , liege nicht in der Hand der Bundesregierung .",tue,nicht
oder1162,"Wer welchen Posten bekommt oder nicht bekommt , erfuhren die Glücklichen und Unglücklichen erst im Laufe des Wochenendes .",bekommt,oder
nicht1162,"Wer welchen Posten bekommt oder nicht bekommt , erfuhren die Glücklichen und Unglücklichen erst im Laufe des Wochenendes .",bekommt,nicht
oder1162,"Wer welchen Posten bekommt oder nicht bekommt , erfuhren die Glücklichen und Unglücklichen erst im Laufe des Wochenendes .",bekommt,oder
nicht1162,"Wer welchen Posten bekommt oder nicht bekommt , erfuhren die Glücklichen und Unglücklichen erst im Laufe des Wochenendes .",bekommt,nicht
oder1162,""" "" Was Herr Harnos denkt oder nicht denkt , hilft mir als Coach nicht weiter . "" """,denkt,oder
nicht1162,""" "" Was Herr Harnos denkt oder nicht denkt , hilft mir als Coach nicht weiter . "" """,denkt,nicht
oder1162,""" "" Was Herr Harnos denkt oder nicht denkt , hilft mir als Coach nicht weiter . "" """,denkt,oder
nicht1162,""" "" Was Herr Harnos denkt oder nicht denkt , hilft mir als Coach nicht weiter . "" """,denkt,nicht
oder1162,"Ob ich mich für Afghanistan interessiere oder nicht interessiere , ändert an der Lage da hinten nicht das Geringste .",interessiere,oder
nicht1162,"Ob ich mich für Afghanistan interessiere oder nicht interessiere , ändert an der Lage da hinten nicht das Geringste .",interessiere,nicht
oder1162,"Ob ich mich für Afghanistan interessiere oder nicht interessiere , ändert an der Lage da hinten nicht das Geringste .",interessiere,oder
nicht1162,"Ob ich mich für Afghanistan interessiere oder nicht interessiere , ändert an der Lage da hinten nicht das Geringste .",interessiere,nicht
oder1162,"Wir werden öffentlich machen , was ihr macht oder nicht macht . "" """,macht,oder
nicht1162,"Wir werden öffentlich machen , was ihr macht oder nicht macht . "" """,macht,nicht
oder1162,"Wir werden öffentlich machen , was ihr macht oder nicht macht . "" """,macht,oder
nicht1162,"Wir werden öffentlich machen , was ihr macht oder nicht macht . "" """,macht,nicht
oder1162,"Die Frau als Kleiderstange : Alles , was eine First Lady trägt oder nicht trägt oder zum zweiten Mal trägt , taugt für eine Schlagzeile .",trägt,oder
nicht1162,"Die Frau als Kleiderstange : Alles , was eine First Lady trägt oder nicht trägt oder zum zweiten Mal trägt , taugt für eine Schlagzeile .",trägt,nicht
oder1162,"Die Frau als Kleiderstange : Alles , was eine First Lady trägt oder nicht trägt oder zum zweiten Mal trägt , taugt für eine Schlagzeile .",trägt,oder
nicht1162,"Die Frau als Kleiderstange : Alles , was eine First Lady trägt oder nicht trägt oder zum zweiten Mal trägt , taugt für eine Schlagzeile .",trägt,nicht
oder1162,"Egal , ob er gewinnt oder nicht gewinnt , sind die Zuschauer daran interessiert , was mit Michael passiert . "" """,gewinnt,oder
nicht1162,"Egal , ob er gewinnt oder nicht gewinnt , sind die Zuschauer daran interessiert , was mit Michael passiert . "" """,gewinnt,nicht
oder1162,"Egal , ob er gewinnt oder nicht gewinnt , sind die Zuschauer daran interessiert , was mit Michael passiert . "" """,gewinnt,oder
nicht1162,"Egal , ob er gewinnt oder nicht gewinnt , sind die Zuschauer daran interessiert , was mit Michael passiert . "" """,gewinnt,nicht
oder1162,"Er hat die Erfahrung gemacht , dass es einen Raubgräber nicht interessiert , ob es ein Schatzregal gibt oder nicht gibt .",gibt,oder
nicht1162,"Er hat die Erfahrung gemacht , dass es einen Raubgräber nicht interessiert , ob es ein Schatzregal gibt oder nicht gibt .",gibt,nicht
oder1162,"Er hat die Erfahrung gemacht , dass es einen Raubgräber nicht interessiert , ob es ein Schatzregal gibt oder nicht gibt .",gibt,oder
nicht1162,"Er hat die Erfahrung gemacht , dass es einen Raubgräber nicht interessiert , ob es ein Schatzregal gibt oder nicht gibt .",gibt,nicht
oder1162,Ob das stimmt oder nicht stimmt – das soll hier nicht debattiert werden .,stimmt,oder
nicht1162,Ob das stimmt oder nicht stimmt – das soll hier nicht debattiert werden .,stimmt,nicht
oder1162,Ob das stimmt oder nicht stimmt – das soll hier nicht debattiert werden .,stimmt,oder
nicht1162,Ob das stimmt oder nicht stimmt – das soll hier nicht debattiert werden .,stimmt,nicht
oder1162,"Aber es macht für die Lektüre einigen Unterschied , ob man weiß oder nicht weiß , dass er die Schreckensfigur ist , die durch die Kulissen des Romans geistert .",weiß,oder
nicht1162,"Aber es macht für die Lektüre einigen Unterschied , ob man weiß oder nicht weiß , dass er die Schreckensfigur ist , die durch die Kulissen des Romans geistert .",weiß,nicht
oder1162,"Aber es macht für die Lektüre einigen Unterschied , ob man weiß oder nicht weiß , dass er die Schreckensfigur ist , die durch die Kulissen des Romans geistert .",weiß,oder
